"","X","Doses","dose1","dose2","dose3","E40","c0.1","c11.99","c12.01","c23.99","c24.1","c35.99","c36.1","c47.99","c48.1","c59.99","c60.1","c71.99","c72.1","flagged","B=b1d1+b2d2+b3d3"
"418",418,"4.5,4.3,3.5",4.5,4.3,3.5,0.952,12.6242,4.8527,4.8245,2.1701,14.2008,4.4479,4.4165,1.7288,11.5132,3.1163,3.0918,1.1138,1.1054,1,1.1832799917818
"419",419,"4.5,3.4,3.1",4.5,3.4,3.1,0.8566,12.6242,4.8527,4.8245,2.1701,11.6799,3.7086,3.6825,1.4466,10.1134,2.7314,2.71,0.978,0.9707,0,1.1701900652531
"420",420,"4.9,4.5,0",4.9,4.5,0,0.994,13.7463,5.2841,5.2534,2.363,14.9527,4.6936,4.6604,1.8253,1.8123,0.7108,0.7059,0.2985,0.2968,1,1.2758802515854
"421",421,"4.6,0,0",4.6,0,0,0.8392,12.9047,4.9606,4.9317,2.2183,2.2044,0.9359,0.9298,0.3888,0.3863,0.1717,0.1707,0.0894,0.0891,0,1.14132080822652
"422",422,"4.6,4.2,3.1",4.6,4.2,3.1,0.9606,12.9047,4.9606,4.9317,2.2183,13.9687,4.3861,4.3552,1.7059,10.3709,2.829,2.8068,1.0161,1.0085,1,1.20569036096751
"423",423,"5.4,4.6,3.4",5.4,4.6,3.4,0.9995,15.149,5.8233,5.7894,2.6041,15.4725,4.8775,4.8431,1.8989,11.4023,3.1153,3.0909,1.121,1.1127,1,1.41032404646525
"424",424,"4.6,3.9,0",4.6,3.9,0,0.9348,12.9047,4.9606,4.9317,2.2183,13.1284,4.1397,4.1105,1.6118,1.6004,0.6292,0.6249,0.2656,0.264,0,1.19342955548416
"425",425,"5.4,5.4,4.6",5.4,5.4,4.6,1,15.149,5.8233,5.7894,2.6041,17.7133,5.5346,5.4955,2.1498,15.0102,4.047,4.0151,1.4424,1.4315,1,1.42420751328479
"426",426,"5.4,4.6,0",5.4,4.6,0,0.9994,15.149,5.8233,5.7894,2.6041,15.4725,4.8775,4.8431,1.8989,1.8855,0.7412,0.7361,0.3128,0.3109,1,1.40127298289979
"427",427,"4.6,4.1,0",4.6,4.1,0,0.9525,12.9047,4.9606,4.9317,2.2183,13.6886,4.304,4.2736,1.6745,1.6626,0.6527,0.6482,0.2746,0.273,0,1.19610179893327
"428",428,"4.6,3.9,0",4.6,3.9,0,0.9348,12.9047,4.9606,4.9317,2.2183,13.1284,4.1397,4.1105,1.6118,1.6004,0.6292,0.6249,0.2656,0.264,0,1.19342955548416
"429",429,"4.8,4.6,4.3",4.8,4.6,4.3,0.9943,13.4658,5.1762,5.1462,2.3147,15.1849,4.7554,4.7218,1.8482,13.8711,3.7213,3.6919,1.3233,1.3133,1,1.26385198472477
"430",430,"4.8,4.6,3.2",4.8,4.6,3.2,0.9929,13.4658,5.1762,5.1462,2.3147,15.1849,4.7554,4.7218,1.8482,10.7921,2.9532,2.9301,1.0618,1.0539,1,1.26092369945359
"431",431,"5.3,4.6,4",5.3,4.6,4,0.9993,14.8685,5.7154,5.6822,2.5558,15.4245,4.8571,4.8229,1.8905,13.0733,3.5305,3.5027,1.2617,1.2522,1,1.38710997105883
"432",432,"4.6,4.3,3.1",4.6,4.3,3.1,0.9675,12.9047,4.9606,4.9317,2.2183,14.2488,4.4682,4.4367,1.7372,10.402,2.8407,2.8185,1.0206,1.013,1,1.20702648269206
"433",433,"4.6,4,3.2",4.6,4,3.2,0.9442,12.9047,4.9606,4.9317,2.2183,13.4084,4.2218,4.192,1.6432,10.5885,2.8754,2.8528,1.0308,1.0231,1,1.20328432527032
"434",434,"5.4,4.6,0",5.4,4.6,0,0.9994,15.149,5.8233,5.7894,2.6041,15.4725,4.8775,4.8431,1.8989,1.8855,0.7412,0.7361,0.3128,0.3109,1,1.40127298289979
"435",435,"4.6,4.3,4.1",4.6,4.3,4.1,0.9694,12.9047,4.9606,4.9317,2.2183,14.2488,4.4682,4.4367,1.7372,13.2011,3.539,3.5111,1.2583,1.2488,1,1.20968856021132
"436",436,"4.6,3.7,3.1",4.6,3.7,3.1,0.9155,12.9047,4.9606,4.9317,2.2183,12.5681,3.9754,3.9474,1.5491,10.2152,2.7704,2.7486,0.9935,0.9861,0,1.19900975234473
"437",437,"4.6,4.1,3.1",4.6,4.1,3.1,0.9528,12.9047,4.9606,4.9317,2.2183,13.6886,4.304,4.2736,1.6745,10.3397,2.8173,2.7952,1.0116,1.004,1,1.20435423924295
"438",438,"4.6,3.3,0",4.6,3.3,0,0.8805,12.9047,4.9606,4.9317,2.2183,11.4477,3.6468,3.6211,1.4236,1.4136,0.5588,0.555,0.2385,0.2371,0,1.18541282513683
"439",439,"4.6,4,0",4.6,4,0,0.944,12.9047,4.9606,4.9317,2.2183,13.4084,4.2218,4.192,1.6432,1.6315,0.6409,0.6365,0.2701,0.2685,0,1.19476567720872
"440",440,"4.9,4.6,3.8",4.9,4.6,3.8,0.9957,13.7463,5.2841,5.2534,2.363,15.2328,4.7757,4.742,1.8567,12.4799,3.3759,3.3494,1.2064,1.1973,1,1.28733226788311
"441",441,"5.1,4.6,0",5.1,4.6,0,0.998,14.3074,5.4998,5.4678,2.4594,15.3287,4.8164,4.7824,1.8736,1.8603,0.73,0.7249,0.3069,0.3051,1,1.32683901714589
"442",442,"4.6,3.4,0",4.6,3.4,0,0.8882,12.9047,4.9606,4.9317,2.2183,11.7278,3.7289,3.7027,1.455,1.4447,0.5705,0.5667,0.243,0.2416,0,1.18674894686139
"443",443,"5.3,4.6,3.7",5.3,4.6,3.7,0.9992,14.8685,5.7154,5.6822,2.5558,15.4245,4.8571,4.8229,1.8905,12.2336,3.321,3.2949,1.1904,1.1815,1,1.38631134780305
"444",444,"4.9,4.6,0",4.9,4.6,0,0.9952,13.7463,5.2841,5.2534,2.363,15.2328,4.7757,4.742,1.8567,1.8435,0.7225,0.7175,0.303,0.3012,1,1.27721637330995
"445",445,"5.4,4.6,3",5.4,4.6,3,0.9995,15.149,5.8233,5.7894,2.6041,15.4725,4.8775,4.8431,1.8989,10.2827,2.836,2.8138,1.0259,1.0183,1,1.40925921545755
"446",446,"4.6,4.3,0",4.6,4.3,0,0.9672,12.9047,4.9606,4.9317,2.2183,14.2488,4.4682,4.4367,1.7372,1.7249,0.6761,0.6714,0.2837,0.282,0,1.19877404238238
"447",447,"5.3,4.6,3.6",5.3,4.6,3.6,0.9992,14.8685,5.7154,5.6822,2.5558,15.4245,4.8571,4.8229,1.8905,11.9537,3.2512,3.2257,1.1666,1.1579,1,1.38604514005113
"448",448,"4.6,0,0",4.6,0,0,0.8392,12.9047,4.9606,4.9317,2.2183,2.2044,0.9359,0.9298,0.3888,0.3863,0.1717,0.1707,0.0894,0.0891,0,1.14132080822652
"449",449,"5.4,4.6,3.7",5.4,4.6,3.7,0.9995,15.149,5.8233,5.7894,2.6041,15.4725,4.8775,4.8431,1.8989,12.242,3.3248,3.2986,1.1923,1.1834,1,1.41112266972102
"450",450,"4.6,4.4,3.9",4.6,4.4,3.9,0.9747,12.9047,4.9606,4.9317,2.2183,14.5288,4.5504,4.5182,1.7686,12.6724,3.4111,3.3842,1.2153,1.2061,1,1.21049226643202
"451",451,"5.3,4.7,4.1",5.3,4.7,4.1,0.9995,14.8685,5.7154,5.6822,2.5558,15.7046,4.9393,4.9044,1.9218,13.3844,3.6121,3.5836,1.29,1.2803,1,1.38871230053531
"452",452,"5.1,4.8,4.7",5.1,4.8,4.7,0.9995,14.3074,5.4998,5.4678,2.4594,15.8889,4.9807,4.9455,1.9363,15.0781,4.0353,4.0034,1.4333,1.4224,1,1.34202302493548
"453",453,"4.7,4,0",4.7,4,0,0.9613,13.1853,5.0684,5.039,2.2665,13.4564,4.2422,4.2122,1.6516,1.6399,0.6447,0.6402,0.272,0.2705,0,1.21957699912669
"454",454,"4.7,3.3,0",4.7,3.3,0,0.9073,13.1853,5.0684,5.039,2.2665,11.4957,3.6671,3.6413,1.4321,1.422,0.5625,0.5587,0.2404,0.239,0,1.2102241470548
"455",455,"5.3,4.7,3.8",5.3,4.7,3.8,0.9994,14.8685,5.7154,5.6822,2.5558,15.7046,4.9393,4.9044,1.9218,12.5446,3.4026,3.3758,1.2187,1.2095,1,1.38791367727953
"456",456,"5.2,4.7,3.2",5.2,4.7,3.2,0.999,14.5879,5.6076,5.575,2.5076,15.6566,4.9189,4.8842,1.9134,10.8568,2.9799,2.9566,1.0741,1.0661,1,1.36150510885002
"457",457,"5.1,4.7,3.2",5.1,4.7,3.2,0.9985,14.3074,5.4998,5.4678,2.4594,15.6088,4.8986,4.864,1.9049,10.8484,2.9762,2.9529,1.0722,1.0642,1,1.33669378693205
"458",458,"4.9,4.7,3.4",4.9,4.7,3.4,0.9965,13.7463,5.2841,5.2534,2.363,15.5129,4.8579,4.8235,1.888,11.3914,3.1083,3.084,1.1158,1.1075,1,1.28760355859996
"459",459,"4.7,3.3,0",4.7,3.3,0,0.9073,13.1853,5.0684,5.039,2.2665,11.4957,3.6671,3.6413,1.4321,1.422,0.5625,0.5587,0.2404,0.239,0,1.2102241470548
"460",460,"4.8,4.7,3.6",4.8,4.7,3.6,0.9946,13.4658,5.1762,5.1462,2.3147,15.465,4.8375,4.8033,1.8796,11.9428,3.2443,3.2188,1.1614,1.1527,1,1.26332465218585
"461",461,"5.1,4.7,0",5.1,4.7,0,0.9984,14.3074,5.4998,5.4678,2.4594,15.6088,4.8986,4.864,1.9049,1.8914,0.7417,0.7366,0.3114,0.3096,1,1.32817513887044
"462",462,"4.7,4.6,4.1",4.7,4.6,4.1,0.9903,13.1853,5.0684,5.039,2.2665,15.137,4.735,4.7016,1.8398,13.3029,3.5779,3.5497,1.2738,1.2642,1,1.23850824730295
"463",463,"5.2,4.7,0",5.2,4.7,0,0.999,14.5879,5.6076,5.575,2.5076,15.6566,4.9189,4.8842,1.9134,1.8998,0.7454,0.7403,0.3134,0.3115,1,1.35298646078841
"464",464,"4.7,4.5,0",4.7,4.5,0,0.9858,13.1853,5.0684,5.039,2.2665,14.8569,4.6529,4.62,1.8084,1.7955,0.7033,0.6984,0.2946,0.2929,1,1.22625760774946
"465",465,"5.3,4.7,4.1",5.3,4.7,4.1,0.9995,14.8685,5.7154,5.6822,2.5558,15.7046,4.9393,4.9044,1.9218,13.3844,3.6121,3.5836,1.29,1.2803,1,1.38871230053531
"466",466,"4.7,4.6,3.8",4.7,4.6,3.8,0.9896,13.1853,5.0684,5.039,2.2665,15.137,4.735,4.7016,1.8398,12.4631,3.3685,3.3419,1.2025,1.1934,1,1.23770962404717
"467",467,"5,4.7,4.2",5,4.7,4.2,0.9982,14.0269,5.3919,5.3606,2.4112,15.5609,4.8782,4.8438,1.8965,13.6391,3.6707,3.6417,1.3079,1.2981,1,1.31454454253333
"468",468,"4.9,4.7,0",4.9,4.7,0,0.9962,13.7463,5.2841,5.2534,2.363,15.5129,4.8579,4.8235,1.888,1.8746,0.7342,0.7292,0.3076,0.3057,1,1.27855249503451
"469",469,"5.4,4.7,4.5",5.4,4.7,4.5,0.9998,15.149,5.8233,5.7894,2.6041,15.7526,4.9596,4.9246,1.9303,14.5124,3.8951,3.8644,1.387,1.3765,1,1.41458845346098
"470",470,"4.7,4.5,4.4",4.7,4.5,4.4,0.9887,13.1853,5.0684,5.039,2.2665,14.8569,4.6529,4.62,1.8084,14.1114,3.7757,3.7458,1.3406,1.3304,1,1.23797074883417
"471",471,"5.3,4.7,3.6",5.3,4.7,3.6,0.9994,14.8685,5.7154,5.6822,2.5558,15.7046,4.9393,4.9044,1.9218,11.9848,3.2629,3.2373,1.1711,1.1624,1,1.38738126177568
"472",472,"5,4.7,0",5,4.7,0,0.9976,14.0269,5.3919,5.3606,2.4112,15.5609,4.8782,4.8438,1.8965,1.883,0.738,0.7329,0.3095,0.3077,1,1.30336381695248
"473",473,"5,4.7,3.6",5,4.7,3.6,0.9978,14.0269,5.3919,5.3606,2.4112,15.5609,4.8782,4.8438,1.8965,11.9596,3.2517,3.2262,1.1653,1.1566,1,1.31294729602178
"474",474,"4.7,4.1,3.6",4.7,4.1,3.6,0.9682,13.1853,5.0684,5.039,2.2665,13.7364,4.3243,4.2938,1.683,11.7477,3.1701,3.1452,1.1324,1.1238,1,1.23049659992055
"475",475,"4.7,4.1,0",4.7,4.1,0,0.9677,13.1853,5.0684,5.039,2.2665,13.7364,4.3243,4.2938,1.683,1.671,0.6564,0.6519,0.2766,0.2749,0,1.22091312085124
"476",476,"4.7,3.3,0",4.7,3.3,0,0.9073,13.1853,5.0684,5.039,2.2665,11.4957,3.6671,3.6413,1.4321,1.422,0.5625,0.5587,0.2404,0.239,0,1.2102241470548
"477",477,"5.3,4.7,3.2",5.3,4.7,3.2,0.9994,14.8685,5.7154,5.6822,2.5558,15.7046,4.9393,4.9044,1.9218,10.8652,2.9836,2.9603,1.0761,1.0681,1,1.38631643076798
"478",478,"4.7,4.5,0",4.7,4.5,0,0.9858,13.1853,5.0684,5.039,2.2665,14.8569,4.6529,4.62,1.8084,1.7955,0.7033,0.6984,0.2946,0.2929,1,1.22625760774946
"479",479,"5.3,4.7,4.4",5.3,4.7,4.4,0.9996,14.8685,5.7154,5.6822,2.5558,15.7046,4.9393,4.9044,1.9218,14.2241,3.8215,3.7914,1.3613,1.351,1,1.38951092379109
"480",480,"4.9,4.7,0",4.9,4.7,0,0.9962,13.7463,5.2841,5.2534,2.363,15.5129,4.8579,4.8235,1.888,1.8746,0.7342,0.7292,0.3076,0.3057,1,1.27855249503451
"481",481,"4.7,3.8,3.6",4.7,3.8,3.6,0.9468,13.1853,5.0684,5.039,2.2665,12.8962,4.0779,4.0491,1.5889,11.6543,3.135,3.1103,1.1188,1.1104,1,1.22648823474688
"482",482,"5.2,4.7,3.5",5.2,4.7,3.5,0.9991,14.5879,5.6076,5.575,2.5076,15.6566,4.9189,4.8842,1.9134,11.6965,3.1894,3.1643,1.1454,1.1369,1,1.36230373210579
"483",483,"4.7,4.3,3.3",4.7,4.3,3.3,0.9785,13.1853,5.0684,5.039,2.2665,14.2967,4.4886,4.4569,1.7457,10.9702,2.9841,2.9607,1.0701,1.0621,1,1.23237022011388
"484",484,"4.7,3.3,3.2",4.7,3.3,3.2,0.9073,13.1853,5.0684,5.039,2.2665,11.4957,3.6671,3.6413,1.4321,10.379,2.797,2.775,1.0012,0.9936,0,1.21874279511641
"485",485,"5.1,4.7,0",5.1,4.7,0,0.9984,14.3074,5.4998,5.4678,2.4594,15.6088,4.8986,4.864,1.9049,1.8914,0.7417,0.7366,0.3114,0.3096,1,1.32817513887044
"486",486,"4.7,3,0",4.7,3,0,0.8897,13.1853,5.0684,5.039,2.2665,10.6553,3.4207,3.3967,1.338,1.3286,0.5274,0.5238,0.2269,0.2256,0,1.20621578188114
"487",487,"5.4,4.7,0",5.4,4.7,0,0.9996,15.149,5.8233,5.7894,2.6041,15.7526,4.9596,4.9246,1.9303,1.9166,0.7529,0.7477,0.3173,0.3154,1,1.40260910462435
"488",488,"4.7,4,3.7",4.7,4,3.7,0.9618,13.1853,5.0684,5.039,2.2665,13.4564,4.2422,4.2122,1.6516,11.9965,3.2282,3.2028,1.1516,1.1429,1,1.22942668594792
"489",489,"5.4,4.7,0",5.4,4.7,0,0.9996,15.149,5.8233,5.7894,2.6041,15.7526,4.9596,4.9246,1.9303,1.9166,0.7529,0.7477,0.3173,0.3154,1,1.40260910462435
"490",490,"4.7,3.9,0",4.7,3.9,0,0.9542,13.1853,5.0684,5.039,2.2665,13.1763,4.16,4.1307,1.6202,1.6088,0.6329,0.6286,0.2675,0.266,0,1.21824087740213
"491",491,"4.7,3.4,0",4.7,3.4,0,0.9145,13.1853,5.0684,5.039,2.2665,11.7758,3.7493,3.7229,1.4635,1.4531,0.5743,0.5704,0.2449,0.2435,0,1.21156026877936
"492",492,"4.7,4.4,4.3",4.7,4.4,4.3,0.9848,13.1853,5.0684,5.039,2.2665,14.5768,4.5707,4.5385,1.777,13.8004,3.6941,3.6649,1.3123,1.3024,1,1.23636841935769
"493",493,"4.8,4.7,3.1",4.8,4.7,3.1,0.9943,13.4658,5.1762,5.1462,2.3147,15.465,4.8375,4.8033,1.8796,10.5433,2.8951,2.8725,1.0426,1.0348,1,1.26199361342622
"494",494,"4.9,4.7,4.3",4.9,4.7,4.3,0.9973,13.7463,5.2841,5.2534,2.363,15.5129,4.8579,4.8235,1.888,13.9106,3.7368,3.7073,1.3298,1.3197,1,1.28999942836729
"495",495,"4.7,3.4,0",4.7,3.4,0,0.9145,13.1853,5.0684,5.039,2.2665,11.7758,3.7493,3.7229,1.4635,1.4531,0.5743,0.5704,0.2449,0.2435,0,1.21156026877936
"496",496,"4.8,3.9,0",4.8,3.9,0,0.9683,13.4658,5.1762,5.1462,2.3147,13.2242,4.1803,4.1509,1.6287,1.6172,0.6367,0.6323,0.2695,0.2679,0,1.2430521993201
"497",497,"5,4.8,4.3",5,4.8,4.3,0.9988,14.0269,5.3919,5.3606,2.4112,15.841,4.9604,4.9253,1.9278,13.9501,3.7522,3.7226,1.3362,1.3261,1,1.31614687200981
"498",498,"5.2,4.8,3.7",5.2,4.8,3.7,0.9993,14.5879,5.6076,5.575,2.5076,15.9368,5.0011,4.9658,1.9447,12.2875,3.3407,3.3145,1.1975,1.1885,1,1.3641722693342
"499",499,"5.1,4.8,0",5.1,4.8,0,0.9988,14.3074,5.4998,5.4678,2.4594,15.8889,4.9807,4.9455,1.9363,1.9225,0.7534,0.7482,0.316,0.3141,1,1.329511260595
"500",500,"4.8,4,3.8",4.8,4,3.8,0.9741,13.4658,5.1762,5.1462,2.3147,13.5043,4.2625,4.2324,1.6601,12.2847,3.3018,3.2758,1.1773,1.1685,1,1.25450421561781
"501",501,"4.8,3.6,0",4.8,3.6,0,0.9495,13.4658,5.1762,5.1462,2.3147,12.3839,3.9339,3.9062,1.5346,1.5238,0.6015,0.5974,0.2559,0.2544,0,1.23904383414643
"502",502,"4.8,3.1,0",4.8,3.1,0,0.9177,13.4658,5.1762,5.1462,2.3147,10.9834,3.5232,3.4984,1.3778,1.3681,0.5428,0.5391,0.2333,0.232,0,1.23236322552366
"503",503,"5.5,4.8,3.2",5.5,4.8,3.2,0.9998,15.4296,5.9311,5.8967,2.6523,16.0806,5.0621,5.0264,1.9701,10.9131,3.0028,2.9794,1.0845,1.0764,1,1.43727519632847
"504",504,"5.5,4.8,4.2",5.5,4.8,4.2,0.9999,15.4296,5.9311,5.8967,2.6523,16.0806,5.0621,5.0264,1.9701,13.7122,3.7011,3.672,1.3222,1.3122,1,1.43993727384773
"505",505,"5.4,4.8,3.3",5.4,4.8,3.3,0.9997,15.149,5.8233,5.7894,2.6041,16.0326,5.0417,5.0062,1.9616,11.1846,3.0689,3.0449,1.1063,1.0981,1,1.41273008216243
"506",506,"5.3,4.8,3",5.3,4.8,3,0.9995,14.8685,5.7154,5.6822,2.5558,15.9847,5.0214,4.986,1.9532,10.3365,2.8557,2.8334,1.033,1.0254,1,1.38712013698869
"507",507,"5.3,4.8,0",5.3,4.8,0,0.9995,14.8685,5.7154,5.6822,2.5558,15.9847,5.0214,4.986,1.9532,1.9393,0.7609,0.7557,0.3198,0.318,1,1.37913390443093
"508",508,"4.8,4.4,3.6",4.8,4.4,3.6,0.9889,13.4658,5.1762,5.1462,2.3147,14.6247,4.5911,4.5587,1.7855,11.8495,3.2091,3.1838,1.1479,1.1392,1,1.25931628701218
"509",509,"5.5,4.8,4",5.5,4.8,4,0.9998,15.4296,5.9311,5.8967,2.6523,16.0806,5.0621,5.0264,1.9701,13.1524,3.5614,3.5334,1.2746,1.2651,1,1.43940485834388
"510",510,"4.8,4.4,3.6",4.8,4.4,3.6,0.9889,13.4658,5.1762,5.1462,2.3147,14.6247,4.5911,4.5587,1.7855,11.8495,3.2091,3.1838,1.1479,1.1392,1,1.25931628701218
"511",511,"4.8,0,0",4.8,0,0,0.8867,13.4658,5.1762,5.1462,2.3147,2.3002,0.9766,0.9702,0.4057,0.4031,0.1792,0.1782,0.0933,0.0929,0,1.19094345206245
"512",512,"5.4,4.8,3.9",5.4,4.8,3.9,0.9997,15.149,5.8233,5.7894,2.6041,16.0326,5.0417,5.0062,1.9616,12.8641,3.4879,3.4605,1.2489,1.2395,1,1.41432732867398
"513",513,"5,4.8,0",5,4.8,0,0.9981,14.0269,5.3919,5.3606,2.4112,15.841,4.9604,4.9253,1.9278,1.9141,0.7497,0.7445,0.314,0.3121,1,1.30469993867703
"514",514,"4.8,3.9,0",4.8,3.9,0,0.9683,13.4658,5.1762,5.1462,2.3147,13.2242,4.1803,4.1509,1.6287,1.6172,0.6367,0.6323,0.2695,0.2679,0,1.2430521993201
"515",515,"5.4,4.8,3.2",5.4,4.8,3.2,0.9997,15.149,5.8233,5.7894,2.6041,16.0326,5.0417,5.0062,1.9616,10.9047,2.9991,2.9757,1.0825,1.0745,1,1.41246387441051
"516",516,"4.8,4.4,3.6",4.8,4.4,3.6,0.9889,13.4658,5.1762,5.1462,2.3147,14.6247,4.5911,4.5587,1.7855,11.8495,3.2091,3.1838,1.1479,1.1392,1,1.25931628701218
"517",517,"4.8,3.8,0",4.8,3.8,0,0.9625,13.4658,5.1762,5.1462,2.3147,12.9441,4.0982,4.0693,1.5973,1.586,0.6249,0.6207,0.265,0.2634,0,1.24171607759554
"518",518,"4.8,3.8,3.4",4.8,3.8,3.4,0.9627,13.4658,5.1762,5.1462,2.3147,12.9441,4.0982,4.0693,1.5973,11.1029,2.999,2.9754,1.0732,1.0652,1,1.250767141161
"519",519,"4.8,3.5,3.3",4.8,3.5,3.3,0.9428,13.4658,5.1762,5.1462,2.3147,12.1038,3.8518,3.8247,1.5033,10.7296,2.894,2.8713,1.0359,1.0281,1,1.24649256823541
"520",520,"4.8,3.6,3.3",4.8,3.6,3.3,0.9496,13.4658,5.1762,5.1462,2.3147,12.3839,3.9339,3.9062,1.5346,10.7607,2.9057,2.8829,1.0404,1.0326,1,1.24782868995996
"521",521,"4.8,4.3,0",4.8,4.3,0,0.9856,13.4658,5.1762,5.1462,2.3147,14.3446,4.5089,4.4771,1.7541,1.7417,0.6836,0.6789,0.2875,0.2858,1,1.24839668621832
"522",522,"5.2,4.8,0",5.2,4.8,0,0.9992,14.5879,5.6076,5.575,2.5076,15.9368,5.0011,4.9658,1.9447,1.9309,0.7572,0.7519,0.3179,0.316,1,1.35432258251297
"523",523,"4.8,4.1,3",4.8,4.1,3,0.9784,13.4658,5.1762,5.1462,2.3147,13.7844,4.3446,4.314,1.6914,10.0766,2.7549,2.7333,0.9917,0.9843,1,1.25371067532696
"524",524,"4.8,4.7,3.4",4.8,4.7,3.4,0.9945,13.4658,5.1762,5.1462,2.3147,15.465,4.8375,4.8033,1.8796,11.383,3.1046,3.0802,1.1139,1.1055,1,1.262792236682
"525",525,"4.9,4.8,4.1",4.9,4.8,4.1,0.9978,13.7463,5.2841,5.2534,2.363,15.793,4.94,4.9051,1.9194,13.3819,3.6089,3.5804,1.2867,1.277,1,1.29080313458799
"526",526,"4.9,4.8,3.9",4.9,4.8,3.9,0.9976,13.7463,5.2841,5.2534,2.363,15.793,4.94,4.9051,1.9194,12.8221,3.4692,3.4419,1.2392,1.2299,1,1.29027071908414
"527",527,"4.9,4.2,3.5",4.9,4.2,3.5,0.9885,13.7463,5.2841,5.2534,2.363,14.1124,4.4471,4.4158,1.7312,11.5157,3.1195,3.095,1.117,1.1086,1,1.28118915772911
"528",528,"4.9,3.5,0",4.9,3.5,0,0.9585,13.7463,5.2841,5.2534,2.363,12.1517,3.8721,3.8449,1.5117,1.501,0.5935,0.5894,0.2534,0.2519,0,1.26251903433985
"529",529,"4.9,3,0",4.9,3,0,0.9319,13.7463,5.2841,5.2534,2.363,10.7512,3.4614,3.4371,1.3549,1.3454,0.5348,0.5312,0.2308,0.2295,0,1.25583842571707
"530",530,"5.4,4.9,4.5",5.4,4.9,4.5,0.9999,15.149,5.8233,5.7894,2.6041,16.3127,5.1239,5.0877,1.993,14.5746,3.9185,3.8876,1.3961,1.3855,1,1.41726069691009
"531",531,"4.9,3.5,3.2",4.9,3.5,3.2,0.9586,13.7463,5.2841,5.2534,2.363,12.1517,3.8721,3.8449,1.5117,10.4581,2.8279,2.8057,1.0141,1.0065,1,1.27103768240145
"532",532,"5,4.9,4.4",5,4.9,4.4,0.9992,14.0269,5.3919,5.3606,2.4112,16.1211,5.0425,5.0069,1.9592,14.2612,3.8338,3.8035,1.3645,1.3542,1,1.31774920148629
"533",533,"4.9,4.2,3.4",4.9,4.2,3.4,0.9885,13.7463,5.2841,5.2534,2.363,14.1124,4.4471,4.4158,1.7312,11.2358,3.0497,3.0257,1.0932,1.085,1,1.28092294997719
"534",534,"5.3,4.9,0",5.3,4.9,0,0.9996,14.8685,5.7154,5.6822,2.5558,16.2648,5.1036,5.0675,1.9845,1.9704,0.7726,0.7673,0.3244,0.3224,1,1.38047002615549
"535",535,"4.9,4.5,3.3",4.9,4.5,3.3,0.9942,13.7463,5.2841,5.2534,2.363,14.9527,4.6936,4.6604,1.8253,11.0493,3.0151,2.9914,1.083,1.0749,1,1.28466510739893
"536",536,"5.3,4.9,4.9",5.3,4.9,4.9,0.9999,14.8685,5.7154,5.6822,2.5558,16.2648,5.1036,5.0675,1.9845,15.6859,4.1941,4.161,1.4892,1.4779,1,1.39351420599982
"537",537,"4.9,3.7,3.2",4.9,3.7,3.2,0.9693,13.7463,5.2841,5.2534,2.363,12.7119,4.0364,4.008,1.5744,10.5203,2.8514,2.829,1.0231,1.0155,1,1.27370992585056
"538",538,"4.9,4.9,0",4.9,4.9,0,0.9977,13.7463,5.2841,5.2534,2.363,16.0731,5.0222,4.9867,1.9507,1.9368,0.7577,0.7524,0.3166,0.3147,1,1.28122473848362
"539",539,"5.4,4.9,4.1",5.4,4.9,4.1,0.9998,15.149,5.8233,5.7894,2.6041,16.3127,5.1239,5.0877,1.993,13.455,3.6392,3.6106,1.301,1.2912,1,1.41619586590239
"540",540,"4.9,3.2,3.1",4.9,3.2,3.1,0.9418,13.7463,5.2841,5.2534,2.363,11.3114,3.6257,3.6002,1.4177,10.0848,2.7229,2.7015,0.9768,0.9694,0,1.26676310947586
"541",541,"5.4,4.9,4.3",5.4,4.9,4.3,0.9999,15.149,5.8233,5.7894,2.6041,16.3127,5.1239,5.0877,1.993,14.0148,3.7789,3.7491,1.3485,1.3384,1,1.41672828140624
"542",542,"4.9,4.3,3.5",4.9,4.3,3.5,0.9908,13.7463,5.2841,5.2534,2.363,14.3925,4.5293,4.4973,1.7626,11.5468,3.1312,3.1066,1.1215,1.1131,1,1.28252527945367
"543",543,"4.9,3.4,0",4.9,3.4,0,0.9529,13.7463,5.2841,5.2534,2.363,11.8716,3.79,3.7633,1.4804,1.4699,0.5817,0.5778,0.2488,0.2474,0,1.26118291261529
"544",544,"5.1,4.9,0",5.1,4.9,0,0.999,14.3074,5.4998,5.4678,2.4594,16.169,5.0629,5.0271,1.9676,1.9536,0.7652,0.7599,0.3205,0.3186,1,1.33084738231955
"545",545,"5.4,4.9,3.1",5.4,4.9,3.1,0.9998,15.149,5.8233,5.7894,2.6041,16.3127,5.1239,5.0877,1.993,10.656,2.941,2.918,1.0633,1.0554,1,1.41353378838314
"546",546,"4.9,4.2,3.7",4.9,4.2,3.7,0.9886,13.7463,5.2841,5.2534,2.363,14.1124,4.4471,4.4158,1.7312,12.0755,3.2592,3.2335,1.1646,1.1558,1,1.28172157323296
"547",547,"5.5,4.9,4.7",5.5,4.9,4.7,0.9999,15.4296,5.9311,5.8967,2.6523,16.3607,5.1442,5.1079,2.0015,15.1428,4.0619,4.0299,1.4456,1.4346,1,1.44260443433191
