"","X","Doses","dose1","dose2","dose3","E40","c0.1","c11.99","c12.01","c23.99","c24.1","c35.99","c36.1","c47.99","c48.1","c59.99","c60.1","c71.99","c72.1","flagged","B=b1d1+b2d2+b3d3"
"1",1,"4.3,3.9,2",4.3,3.9,2,0.8343,12.0631,4.6371,4.6101,2.0736,12.9846,4.0786,4.0498,1.5864,7.1733,2.0145,1.9989,0.7352,0.7298,0,1.12431974476876
"2",2,"5.3,5.1,2",5.3,5.1,2,0.9998,14.8685,5.7154,5.6822,2.5558,16.825,5.2678,5.2306,2.0473,7.6308,2.1926,2.1758,0.8088,0.803,1,1.3884664246431
"3",3,"4.3,3.7,2",4.3,3.7,2,0.8072,12.0631,4.6371,4.6101,2.0736,12.4244,3.9143,3.8867,1.5237,7.111,1.9911,1.9756,0.7262,0.7209,0,1.12164750131965
"4",4,"4.5,3.3,2",4.5,3.3,2,0.8487,12.6242,4.8527,4.8245,2.1701,11.3998,3.6264,3.6009,1.4152,7.0033,1.9516,1.9365,0.712,0.7068,0,1.16592565825737
"5",5,"5.3,2,0",5.3,2,0,0.9602,14.8685,5.7154,5.6822,2.5558,8.1418,2.7213,2.7024,1.0752,1.0677,0.4324,0.4296,0.1934,0.1923,0,1.34172249614339
"6",6,"4.6,3.2,2",4.6,3.2,2,0.8736,12.9047,4.9606,4.9317,2.2183,11.1676,3.5646,3.5396,1.3923,6.9806,1.9436,1.9285,0.7094,0.7042,0,1.18940085845078
"7",7,"5.4,4.5,2",5.4,4.5,2,0.9993,15.149,5.8233,5.7894,2.6041,15.1923,4.7953,4.7615,1.8676,7.4525,2.126,2.1096,0.7837,0.7781,1,1.40526101621374
"8",8,"4.2,2,0",4.2,2,0,0.6976,11.7826,4.5292,4.5029,2.0254,7.6147,2.4975,2.48,0.9822,0.9753,0.3914,0.3888,0.172,0.171,0,1.06879795504575
"9",9,"3.7,2,0",3.7,2,0,0.4211,10.3799,3.99,3.9668,1.7843,7.3751,2.3957,2.379,0.9399,0.9333,0.3727,0.3702,0.1623,0.1614,0,0.944741345455909
"10",10,"4.2,2,0",4.2,2,0,0.6976,11.7826,4.5292,4.5029,2.0254,7.6147,2.4975,2.48,0.9822,0.9753,0.3914,0.3888,0.172,0.171,0,1.06879795504575
"11",11,"4.9,3.5,2",4.9,3.5,2,0.9585,13.7463,5.2841,5.2534,2.363,12.1517,3.8721,3.8449,1.5117,7.0992,1.99,1.9746,0.7288,0.7235,0,1.26784318937835
"12",12,"5,4.4,2",5,4.4,2,0.9951,14.0269,5.3919,5.3606,2.4112,14.7206,4.6318,4.5991,1.8024,7.3877,2.0993,2.0831,0.7714,0.7658,1,1.30467960681731
"13",13,"4.3,2,0",4.3,2,0,0.7404,12.0631,4.6371,4.6101,2.0736,7.6627,2.5178,2.5003,0.9906,0.9837,0.3951,0.3925,0.1739,0.173,0,1.09360927696372
"14",14,"4,3.9,2",4,3.9,2,0.6655,11.2215,4.3135,4.2885,1.9289,12.8408,4.0176,3.9892,1.5611,7.1481,2.0033,1.9878,0.7294,0.724,0,1.04988577901486
"15",15,"4.9,3.6,2",4.9,3.6,2,0.964,13.7463,5.2841,5.2534,2.363,12.4318,3.9543,3.9264,1.5431,7.1303,2.0017,1.9862,0.7333,0.728,0,1.26917931110291
"16",16,"5,3.8,2.4",5,3.8,2.4,0.9823,14.0269,5.3919,5.3606,2.4112,13.0399,4.1389,4.1098,1.6142,8.3206,2.3082,2.2903,0.8394,0.8332,1,1.29772770747768
"17",17,"5,2.4,0",5,2.4,0,0.9304,14.0269,5.3919,5.3606,2.4112,9.1185,2.9888,2.968,1.1752,1.167,0.4682,0.4651,0.2056,0.2045,0,1.27263301728771
"18",18,"5,4.9,2.4",5,4.9,2.4,0.9985,14.0269,5.3919,5.3606,2.4112,16.1211,5.0425,5.0069,1.9592,8.663,2.4373,2.4184,0.8891,0.8826,1,1.31242504644779
"19",19,"4.7,4.1,2.4",4.7,4.1,2.4,0.9677,13.1853,5.0684,5.039,2.2665,13.7364,4.3243,4.2938,1.683,8.3888,2.3322,2.3141,0.8471,0.8409,0,1.22730210689745
"20",20,"5.4,4,2.4",5.4,4,2.4,0.9977,15.149,5.8233,5.7894,2.6041,13.7918,4.3846,4.3537,1.7108,8.4164,2.3466,2.3284,0.8562,0.8499,1,1.39964523859867
"21",21,"4.9,4.2,2.4",4.9,4.2,2.4,0.9883,13.7463,5.2841,5.2534,2.363,14.1124,4.4471,4.4158,1.7312,8.4367,2.3514,2.3332,0.8555,0.8492,1,1.27826087245794
"22",22,"3.5,3.2,2.4",3.5,3.2,2.4,0.2982,9.8188,3.7743,3.7524,1.6878,10.6405,3.3408,3.3172,1.2993,8.0078,2.1819,2.1647,0.7831,0.7773,0,0.917541148360837
"23",23,"5.1,2.4,0",5.1,2.4,0,0.9441,14.3074,5.4998,5.4678,2.4594,9.1664,3.0092,2.9882,1.1837,1.1754,0.4719,0.4688,0.2076,0.2064,0,1.29744433920568
"24",24,"5.4,4.9,2.4",5.4,4.9,2.4,0.9997,15.149,5.8233,5.7894,2.6041,16.3127,5.1239,5.0877,1.993,8.6966,2.4522,2.4332,0.8969,0.8903,1,1.41167033411966
"25",25,"5.4,4.4,2.4",5.4,4.4,2.4,0.9991,15.149,5.8233,5.7894,2.6041,14.9123,4.7132,4.68,1.8362,8.541,2.3935,2.375,0.8743,0.8679,1,1.40498972549689
"26",26,"2.4,0,0",2.4,0,0,1e-04,6.7329,2.5881,2.5731,1.1574,1.1501,0.4883,0.4851,0.2029,0.2016,0.0896,0.0891,0.0467,0.0465,0,0.595471726031227
"27",27,"4.8,3.1,2.4",4.8,3.1,2.4,0.9177,13.4658,5.1762,5.1462,2.3147,10.9834,3.5232,3.4984,1.3778,8.0859,2.2187,2.2014,0.8039,0.798,0,1.23875221156986
"28",28,"4.8,4.6,2.4",4.8,4.6,2.4,0.9927,13.4658,5.1762,5.1462,2.3147,15.1849,4.7554,4.7218,1.8482,8.5528,2.3946,2.376,0.8716,0.8652,1,1.25879403743819
"29",29,"5,2.4,0",5,2.4,0,0.9304,14.0269,5.3919,5.3606,2.4112,9.1185,2.9888,2.968,1.1752,1.167,0.4682,0.4651,0.2056,0.2045,0,1.27263301728771
"30",30,"4.7,4.5,2.4",4.7,4.5,2.4,0.9858,13.1853,5.0684,5.039,2.2665,14.8569,4.6529,4.62,1.8084,8.5133,2.3791,2.3607,0.8652,0.8588,1,1.23264659379567
"31",31,"3.9,3.2,2.5",3.9,3.2,2.5,0.5533,10.941,4.2057,4.1813,1.8807,10.8322,3.4222,3.3981,1.3331,8.3213,2.2666,2.2488,0.8147,0.8086,0,1.01705264378463
"32",32,"3.9,2.5,0",3.9,2.5,0,0.544,10.941,4.2057,4.1813,1.8807,8.8715,2.8472,2.8272,1.1136,1.1058,0.4388,0.4359,0.1887,0.1877,0,1.00104459791462
"33",33,"4.9,2.5,0",4.9,2.5,0,0.9159,13.7463,5.2841,5.2534,2.363,9.3507,3.0506,3.0293,1.1981,1.1898,0.4762,0.473,0.2082,0.207,0,1.2491578170943
"34",34,"2.5,0,0",2.5,0,0,4e-04,7.0134,2.696,2.6803,1.2056,1.198,0.5087,0.5053,0.2113,0.21,0.0933,0.0928,0.0486,0.0484,0,0.620283047949195
"35",35,"4.7,4.5,2.5",4.7,4.5,2.5,0.9858,13.1853,5.0684,5.039,2.2665,14.8569,4.6529,4.62,1.8084,8.7932,2.449,2.4299,0.8889,0.8824,1,1.23291280154759
"36",36,"4.8,4.6,2.5",4.8,4.6,2.5,0.9927,13.4658,5.1762,5.1462,2.3147,15.1849,4.7554,4.7218,1.8482,8.8327,2.4644,2.4453,0.8954,0.8888,1,1.25906024519011
"37",37,"2.5,0,0",2.5,0,0,4e-04,7.0134,2.696,2.6803,1.2056,1.198,0.5087,0.5053,0.2113,0.21,0.0933,0.0928,0.0486,0.0484,0,0.620283047949195
"38",38,"5.2,2.5,0",5.2,2.5,0,0.9574,14.5879,5.6076,5.575,2.5076,9.4945,3.1117,3.09,1.2235,1.2149,0.4874,0.4841,0.214,0.2128,0,1.3235917828482
"39",39,"4.3,3.8,2.5",4.3,3.8,2.5,0.8201,12.0631,4.6371,4.6101,2.0736,12.7045,3.9965,3.9683,1.5551,8.5417,2.3519,2.3336,0.8496,0.8433,0,1.12431466180383
"40",40,"4.8,3.3,2.5",4.8,3.3,2.5,0.9294,13.4658,5.1762,5.1462,2.3147,11.5436,3.6875,3.6616,1.4406,8.4281,2.3119,2.2939,0.8367,0.8305,0,1.2416906627709
"41",41,"4.6,4.3,2.5",4.6,4.3,2.5,0.9673,12.9047,4.9606,4.9317,2.2183,14.2488,4.4682,4.4367,1.7372,8.7226,2.4218,2.4029,0.878,0.8715,0,1.20542923618051
"42",42,"4.7,3.4,2.5",4.7,3.4,2.5,0.9146,13.1853,5.0684,5.039,2.2665,11.7758,3.7493,3.7229,1.4635,8.4508,2.3199,2.3018,0.8393,0.8331,0,1.21821546257749
"43",43,"5.4,2.5,0",5.4,2.5,0,0.9743,15.149,5.8233,5.7894,2.6041,9.5903,3.1524,3.1304,1.2404,1.2317,0.4948,0.4915,0.2179,0.2167,0,1.37321442668414
"44",44,"5.4,4.3,2.5",5.4,4.3,2.5,0.9989,15.149,5.8233,5.7894,2.6041,14.6321,4.631,4.5984,1.8049,8.7897,2.4516,2.4326,0.8935,0.887,1,1.40391981152426
"45",45,"4.3,3.5,2.5",4.3,3.5,2.5,0.7857,12.0631,4.6371,4.6101,2.0736,11.8642,3.75,3.7236,1.461,8.4483,2.3167,2.2986,0.836,0.8298,0,1.12030629663017
"46",46,"5.4,2.6,0",5.4,2.6,0,0.9761,15.149,5.8233,5.7894,2.6041,9.8704,3.2345,3.2119,1.2718,1.2629,0.5066,0.5032,0.2224,0.2212,0,1.37455054840869
"47",47,"4.5,3.4,2.6",4.5,3.4,2.6,0.8566,12.6242,4.8527,4.8245,2.1701,11.6799,3.7086,3.6825,1.4466,8.7139,2.3823,2.3637,0.8591,0.8528,0,1.16885902649348
"48",48,"4.4,2.6,0",4.4,2.6,0,0.7845,12.3436,4.7449,4.7173,2.1218,9.3912,3.031,3.0098,1.1872,1.1789,0.4692,0.4661,0.203,0.2018,0,1.12643732922901
"49",49,"4.7,2.6,0",4.7,2.6,0,0.8759,13.1853,5.0684,5.039,2.2665,9.5349,3.0921,3.0704,1.2126,1.2041,0.4804,0.4772,0.2088,0.2076,0,1.20087129498292
"50",50,"3.7,2.6,0",3.7,2.6,0,0.4223,10.3799,3.99,3.9668,1.7843,9.0557,2.8886,2.8683,1.1281,1.1201,0.4431,0.4401,0.1894,0.1883,0,0.952758075803239
"51",51,"5.3,4.6,2.6",5.3,4.6,2.6,0.9992,14.8685,5.7154,5.6822,2.5558,15.4245,4.8571,4.8229,1.8905,9.1546,2.5529,2.5331,0.9289,0.9221,1,1.38338306253188
"52",52,"4.1,3.2,2.6",4.1,3.2,2.6,0.6672,11.502,4.4214,4.3957,1.9772,10.928,3.4629,3.4385,1.35,8.618,2.3439,2.3255,0.8423,0.836,0,1.06694149537249
"53",53,"5.3,5.1,2.6",5.3,5.1,2.6,0.9998,14.8685,5.7154,5.6822,2.5558,16.825,5.2678,5.2306,2.0473,9.3103,2.6116,2.5913,0.9515,0.9445,1,1.39006367115465
"54",54,"4.3,3.9,2.6",4.3,3.9,2.6,0.8344,12.0631,4.6371,4.6101,2.0736,12.9846,4.0786,4.0498,1.5864,8.8528,2.4335,2.4145,0.8778,0.8713,0,1.12591699128031
"55",55,"5,3.4,2.6",5,3.4,2.6,0.9659,14.0269,5.3919,5.3606,2.4112,11.9195,3.8103,3.7835,1.4888,8.7559,2.401,2.3822,0.8689,0.8624,0,1.29291563608331
"56",56,"5.2,4.1,2.6",5.2,4.1,2.6,0.9958,14.5879,5.6076,5.575,2.5076,13.9761,4.426,4.3949,1.7252,8.9906,2.4906,2.4712,0.9044,0.8977,1,1.35189113199113
"57",57,"5,5,2.6",5,5,2.6,0.9989,14.0269,5.3919,5.3606,2.4112,16.4012,5.1247,5.0884,1.9905,9.2539,2.5886,2.5685,0.9411,0.9342,1,1.31429358367619
"58",58,"5.1,4.9,2.6",5.1,4.9,2.6,0.9991,14.3074,5.4998,5.4678,2.4594,16.169,5.0629,5.0271,1.9676,9.2312,2.5807,2.5606,0.9386,0.9317,1,1.33776878386961
"59",59,"5.2,2.6,0",5.2,2.6,0,0.9595,14.5879,5.6076,5.575,2.5076,9.7746,3.1938,3.1715,1.2549,1.2461,0.4991,0.4958,0.2185,0.2173,0,1.32492790457276
"60",60,"5.3,4.9,2.6",5.3,4.9,2.6,0.9996,14.8685,5.7154,5.6822,2.5558,16.2648,5.1036,5.0675,1.9845,9.248,2.5881,2.568,0.9424,0.9355,1,1.38739142770554
"61",61,"5.4,3.6,2.7",5.4,3.6,2.7,0.9945,15.149,5.8233,5.7894,2.6041,12.6714,4.056,4.0275,1.5853,9.1317,2.5092,2.4896,0.9095,0.9027,1,1.39509937495622
"62",62,"4.2,2.7,0",4.2,2.7,0,0.7033,11.7826,4.5292,4.5029,2.0254,9.5754,3.0725,3.0509,1.2017,1.1932,0.4735,0.4703,0.2036,0.2025,0,1.07815080711763
"63",63,"3.9,3.8,2.7",3.9,3.8,2.7,0.5869,10.941,4.2057,4.1813,1.8807,12.5128,3.9151,3.8874,1.5213,9.0679,2.4767,2.4572,0.8893,0.8827,0,1.02560178963581
"64",64,"4.8,3.1,2.7",4.8,3.1,2.7,0.9177,13.4658,5.1762,5.1462,2.3147,10.9834,3.5232,3.4984,1.3778,8.9256,2.4281,2.4091,0.8752,0.8687,0,1.23955083482564
"65",65,"4.5,4.2,2.7",4.5,4.2,2.7,0.9418,12.6242,4.8527,4.8245,2.1701,13.9207,4.3657,4.3349,1.6974,9.2428,2.546,2.5261,0.9191,0.9122,0,1.17981420804184
"66",66,"4.4,2.7,0",4.4,2.7,0,0.7864,12.3436,4.7449,4.7173,2.1218,9.6713,3.1132,3.0914,1.2186,1.21,0.481,0.4777,0.2075,0.2063,0,1.12777345095357
"67",67,"2.7,0,0",2.7,0,0,0.0055,7.5745,2.9116,2.8947,1.302,1.2939,0.5493,0.5457,0.2282,0.2268,0.1008,0.1002,0.0525,0.0523,0,0.66990569178513
"68",68,"3.6,2.7,0",3.6,2.7,0,0.3591,10.0994,3.8822,3.8596,1.736,9.2879,2.9504,2.9297,1.151,1.1428,0.4511,0.448,0.1919,0.1908,0,0.929282875609826
"69",69,"5.4,5.3,2.7",5.4,5.3,2.7,0.9999,15.149,5.8233,5.7894,2.6041,17.4331,5.4525,5.414,2.1184,9.6608,2.7086,2.6876,0.9862,0.979,1,1.41781344427366
"70",70,"4.5,3.6,2.7",4.5,3.6,2.7,0.8754,12.6242,4.8527,4.8245,2.1701,12.2401,3.8729,3.8456,1.5093,9.0561,2.4756,2.4562,0.892,0.8853,0,1.17179747769451
"71",71,"5.1,4.5,2.7",5.1,4.5,2.7,0.9975,14.3074,5.4998,5.4678,2.4594,15.0486,4.7343,4.7009,1.8422,9.3866,2.6036,2.5833,0.9443,0.9373,1,1.33269050472331
"72",72,"5.4,4.7,2.7",5.4,4.7,2.7,0.9996,15.149,5.8233,5.7894,2.6041,15.7526,4.9596,4.9246,1.9303,9.4741,2.6382,2.6177,0.9591,0.9521,1,1.40979671392633
"73",73,"4.1,3.1,2.7",4.1,3.1,2.7,0.6635,11.502,4.4214,4.3957,1.9772,10.6479,3.3808,3.357,1.3187,8.8668,2.402,2.3831,0.8616,0.8551,0,1.06587158139986
"74",74,"4.8,2.7,0",4.8,2.7,0,0.9014,13.4658,5.1762,5.1462,2.3147,9.863,3.1946,3.1722,1.2524,1.2436,0.4959,0.4926,0.2153,0.2141,0,1.22701873862544
"75",75,"4.9,3.5,2.7",4.9,3.5,2.7,0.9585,13.7463,5.2841,5.2534,2.363,12.1517,3.8721,3.8449,1.5117,9.0585,2.4788,2.4594,0.8952,0.8886,0,1.26970664364183
"76",76,"5.4,3.7,2.9",5.4,3.7,2.9,0.9955,15.149,5.8233,5.7894,2.6041,12.9515,4.1381,4.1091,1.6167,9.7226,2.6606,2.6398,0.9615,0.9544,1,1.39696791218463
"77",77,"4.1,4.1,2.9",4.1,4.1,2.9,0.7624,11.502,4.4214,4.3957,1.9772,13.4489,4.2022,4.1725,1.6322,9.7379,2.659,2.6381,0.9543,0.9472,0,1.07976521414926
"78",78,"4.6,3.8,2.9",4.6,3.8,2.9,0.9252,12.9047,4.9606,4.9317,2.2183,12.8483,4.0575,4.0289,1.5804,9.6865,2.6424,2.6217,0.9505,0.9434,0,1.19981345856544
"79",79,"4.2,3.7,2.9",4.2,3.7,2.9,0.7579,11.7826,4.5292,4.5029,2.0254,12.3765,3.894,3.8665,1.5153,9.6218,2.6158,2.5952,0.9382,0.9312,0,1.09923204916901
"80",80,"5,2.9,0",5,2.9,0,0.9438,14.0269,5.3919,5.3606,2.4112,10.519,3.3996,3.3758,1.332,1.3227,0.5268,0.5233,0.2282,0.2269,0,1.27931362591048
"81",81,"3.5,2.9,0",3.5,2.9,0,0.2965,9.8188,3.7743,3.7524,1.6878,9.8002,3.0944,3.0726,1.2052,1.1967,0.4708,0.4676,0.199,0.1979,0,0.907143797140968
"82",82,"5,3.1,2.9",5,3.1,2.9,0.952,14.0269,5.3919,5.3606,2.4112,11.0792,3.5639,3.5389,1.3947,9.5022,2.5753,2.5551,0.9266,0.9197,0,1.28970589416542
"83",83,"3.2,3,2.9",3.2,3,2.9,0.1284,8.9772,3.4508,3.4308,1.5432,9.9365,3.1155,3.0935,1.2112,9.3199,2.4963,2.4766,0.8871,0.8804,0,0.841765977917449
"84",84,"5.4,4.2,2.9",5.4,4.2,2.9,0.9986,15.149,5.8233,5.7894,2.6041,14.352,4.5489,4.5168,1.7735,9.8782,2.7192,2.698,0.9841,0.9768,1,1.4036485208074
"85",85,"3,2.9,0",3,2.9,0,0.0528,8.4161,3.2352,3.2164,1.4467,9.5606,2.9926,2.9715,1.163,1.1547,0.4522,0.449,0.1893,0.1882,0,0.783087187551129
"86",86,"4.2,2.9,0",4.2,2.9,0,0.7073,11.7826,4.5292,4.5029,2.0254,10.1356,3.2368,3.2141,1.2644,1.2555,0.497,0.4936,0.2126,0.2114,0,1.08082305056674
"87",87,"4.6,2.9,0",4.6,2.9,0,0.8584,12.9047,4.9606,4.9317,2.2183,10.3273,3.3182,3.2949,1.2982,1.2891,0.5119,0.5084,0.2204,0.2192,0,1.18006833823861
"88",88,"4.5,3.3,2.9",4.5,3.3,2.9,0.8487,12.6242,4.8527,4.8245,2.1701,11.3998,3.6264,3.6009,1.4152,9.5225,2.58,2.5598,0.9259,0.919,0,1.1683215280247
"89",89,"4.5,3.1,2.9",4.5,3.1,2.9,0.8361,12.6242,4.8527,4.8245,2.1701,10.8396,3.4621,3.4378,1.3525,9.4602,2.5566,2.5365,0.9169,0.9101,0,1.16564928457559
"90",90,"3.7,3.5,2.9",3.7,3.5,2.9,0.4341,10.3799,3.99,3.9668,1.7843,11.5767,3.628,3.6023,1.4103,9.5176,2.5736,2.5534,0.9194,0.9125,0,0.972503196130063
"91",91,"4.8,3.1,3.1",4.8,3.1,3.1,0.9177,13.4658,5.1762,5.1462,2.3147,10.9834,3.5232,3.4984,1.3778,10.0452,2.7074,2.6862,0.9703,0.963,0,1.24061566583334
"92",92,"3.9,3.6,3.1",3.9,3.6,3.1,0.5707,10.941,4.2057,4.1813,1.8807,11.9526,3.7508,3.7243,1.4586,10.1253,2.7325,2.711,0.9754,0.968,0,1.0239943771944
"93",93,"4.2,3.1,0",4.2,3.1,0,0.7136,11.7826,4.5292,4.5029,2.0254,10.6958,3.4011,3.3772,1.3271,1.3177,0.5204,0.5169,0.2217,0.2204,0,1.08349529401585
"94",94,"5,3.1,0",5,3.1,0,0.952,14.0269,5.3919,5.3606,2.4112,11.0792,3.5639,3.5389,1.3947,1.3849,0.5503,0.5466,0.2372,0.2359,0,1.28198586935959
"95",95,"5.4,4.3,3.1",5.4,4.3,3.1,0.9989,15.149,5.8233,5.7894,2.6041,14.6321,4.631,4.5984,1.8049,10.4692,2.8706,2.8482,1.0362,1.0285,1,1.40551705803581
"96",96,"4.2,3.1,0",4.2,3.1,0,0.7136,11.7826,4.5292,4.5029,2.0254,10.6958,3.4011,3.3772,1.3271,1.3177,0.5204,0.5169,0.2217,0.2204,0,1.08349529401585
"97",97,"3.1,0,0",3.1,0,0,0.0857,8.6967,3.343,3.3236,1.4949,1.4856,0.6307,0.6266,0.262,0.2604,0.1157,0.1151,0.0603,0.06,0,0.769150979457002
"98",98,"4.5,3.1,3",4.5,3.1,3,0.8361,12.6242,4.8527,4.8245,2.1701,10.8396,3.4621,3.4378,1.3525,9.7401,2.6264,2.6058,0.9407,0.9336,0,1.16591549232751
"99",99,"3.7,3.2,3.1",3.7,3.2,3.1,0.4274,10.3799,3.99,3.9668,1.7843,10.7364,3.3815,3.3577,1.3162,9.984,2.6781,2.657,0.9534,0.9462,0,0.969027246460249
"100",100,"3.3,3.3,3.1",3.3,3.3,3.1,0.1798,9.2577,3.5587,3.538,1.5914,10.8248,3.3823,3.3584,1.3138,9.9815,2.6749,2.6538,0.9502,0.9429,0,0.871118080512932
"101",101,"3.1,0,0",3.1,0,0,0.0857,8.6967,3.343,3.3236,1.4949,1.4856,0.6307,0.6266,0.262,0.2604,0.1157,0.1151,0.0603,0.06,0,0.769150979457002
"102",102,"5.3,4.1,3.1",5.3,4.1,3.1,0.9973,14.8685,5.7154,5.6822,2.5558,14.024,4.4464,4.4151,1.7337,10.3985,2.8434,2.8212,1.0252,1.0176,1,1.37803349266873
"103",103,"4.7,3.8,3.1",4.7,3.8,3.1,0.9467,13.1853,5.0684,5.039,2.2665,12.8962,4.0779,4.0491,1.5889,10.2548,2.7858,2.764,1,0.9925,1,1.22515719598726
"104",104,"3.8,3.7,3.1",3.8,3.7,3.1,0.5108,10.6604,4.0979,4.0741,1.8325,12.1848,3.8126,3.7857,1.4815,10.148,2.7405,2.7189,0.978,0.9706,0,1.00051917700099
"105",105,"4.3,3.1,0",4.3,3.1,0,0.7591,12.0631,4.6371,4.6101,2.0736,10.7438,3.4214,3.3974,1.3356,1.3261,0.5242,0.5206,0.2236,0.2223,0,1.10830661593382
"106",106,"5.3,4.5,3.2",5.3,4.5,3.2,0.999,14.8685,5.7154,5.6822,2.5558,15.1444,4.775,4.7413,1.8591,10.8029,2.9602,2.937,1.067,1.0591,1,1.38364418731887
"107",107,"4.6,3.2,0",4.6,3.2,0,0.8736,12.9047,4.9606,4.9317,2.2183,11.1676,3.5646,3.5396,1.3923,1.3825,0.5471,0.5434,0.234,0.2326,0,1.18407670341228
"108",108,"4.9,4.2,3.2",4.9,4.2,3.2,0.9884,13.7463,5.2841,5.2534,2.363,14.1124,4.4471,4.4158,1.7312,10.676,2.91,2.8872,1.0457,1.0379,1,1.28039053447334
"109",109,"4.7,3.8,3.2",4.7,3.8,3.2,0.9467,13.1853,5.0684,5.039,2.2665,12.8962,4.0779,4.0491,1.5889,10.5347,2.8556,2.8332,1.0237,1.0161,1,1.22542340373918
"110",110,"4.9,4.2,3.2",4.9,4.2,3.2,0.9884,13.7463,5.2841,5.2534,2.363,14.1124,4.4471,4.4158,1.7312,10.676,2.91,2.8872,1.0457,1.0379,1,1.28039053447334
"111",111,"4.2,3.2,0",4.2,3.2,0,0.7179,11.7826,4.5292,4.5029,2.0254,10.976,3.4832,3.4587,1.3585,1.3489,0.5322,0.5285,0.2262,0.2249,0,1.08483141574041
"112",112,"3.7,3.2,3.1",3.7,3.2,3.1,0.4274,10.3799,3.99,3.9668,1.7843,10.7364,3.3815,3.3577,1.3162,9.984,2.6781,2.657,0.9534,0.9462,0,0.969027246460249
"113",113,"4.7,3.2,0",4.7,3.2,0,0.9007,13.1853,5.0684,5.039,2.2665,11.2156,3.585,3.5598,1.4007,1.3909,0.5508,0.5471,0.2359,0.2346,0,1.20888802533025
"114",114,"4.7,3.9,3.2",4.7,3.9,3.2,0.9544,13.1853,5.0684,5.039,2.2665,13.1763,4.16,4.1307,1.6202,10.5658,2.8674,2.8449,1.0283,1.0206,1,1.22675952546374
"115",115,"5.3,5.1,3.2",5.3,5.1,3.2,0.9998,14.8685,5.7154,5.6822,2.5558,16.825,5.2678,5.2306,2.0473,10.9897,3.0305,3.0069,1.0941,1.086,1,1.3916609176662
"116",116,"3.2,3,0",3.2,3,0,0.1284,8.9772,3.4508,3.4308,1.5432,9.9365,3.1155,3.0935,1.2112,1.2026,0.4714,0.4681,0.1977,0.1965,0,0.83404595311162
"117",117,"5.4,3.7,3.2",5.4,3.7,3.2,0.9955,15.149,5.8233,5.7894,2.6041,12.9515,4.1381,4.1091,1.6167,10.5623,2.87,2.8476,1.0328,1.0251,1,1.3977665354404
"118",118,"3.2,3.1,0",3.2,3.1,0,0.1285,8.9772,3.4508,3.4308,1.5432,10.2166,3.1976,3.175,1.2426,1.2338,0.4831,0.4798,0.2022,0.201,0,0.835382074836175
"119",119,"4.3,3.2,0",4.3,3.2,0,0.764,12.0631,4.6371,4.6101,2.0736,11.0239,3.5036,3.4789,1.3669,1.3573,0.5359,0.5322,0.2281,0.2268,0,1.10964273765838
"120",120,"3.7,3.5,3.2",3.7,3.5,3.2,0.4341,10.3799,3.99,3.9668,1.7843,11.5767,3.628,3.6023,1.4103,10.3573,2.7831,2.7612,0.9907,0.9832,0,0.973301819385839
"121",121,"3.8,3.4,0",3.8,3.4,0,0.4967,10.6604,4.0979,4.0741,1.8325,11.3445,3.5662,3.541,1.3874,1.3775,0.5407,0.537,0.2274,0.2261,0,0.988258371517647
"122",122,"5.3,3.8,3.4",5.3,3.8,3.4,0.9946,14.8685,5.7154,5.6822,2.5558,13.1837,4.1999,4.1704,1.6396,11.1449,3.0177,2.994,1.0829,1.0748,1,1.37482375075084
"123",123,"3.5,3.4,3.2",3.5,3.4,3.2,0.3002,9.8188,3.7743,3.7524,1.6878,11.2007,3.5051,3.4803,1.362,10.3093,2.7639,2.7421,0.9823,0.9749,0,0.922343053825348
"124",124,"3.6,3.4,0",3.6,3.4,0,0.3653,10.0994,3.8822,3.8596,1.736,11.2486,3.5254,3.5006,1.3705,1.3607,0.5332,0.5295,0.2236,0.2222,0,0.938635727681711
"125",125,"4.1,4,3.4",4.1,4,3.4,0.7448,11.502,4.4214,4.3957,1.9772,13.1688,4.1201,4.091,1.6009,11.1063,2.9964,2.9727,1.0687,1.0606,0,1.07976013118434
"126",126,"5.1,3.4,3",5.1,3.4,3,0.9757,14.3074,5.4998,5.4678,2.4594,11.9675,3.8307,3.8037,1.4973,9.8839,2.684,2.663,0.9659,0.9587,1,1.31879178900898
"127",127,"3.9,3.4,0",3.9,3.4,0,0.5601,10.941,4.2057,4.1813,1.8807,11.3924,3.5865,3.5612,1.3958,1.3859,0.5444,0.5407,0.2294,0.228,0,1.01306969343561
"128",128,"4.6,4.1,3.4",4.6,4.1,3.4,0.9529,12.9047,4.9606,4.9317,2.2183,13.6886,4.304,4.2736,1.6745,11.1795,3.0268,3.003,1.0829,1.0748,1,1.20515286249873
"129",129,"4.1,3.4,3.3",4.1,3.4,3.3,0.6773,11.502,4.4214,4.3957,1.9772,11.4882,3.6272,3.6016,1.4127,10.6397,2.8562,2.8336,1.0178,1.0101,0,1.07147719308508
"130",130,"4.1,3.4,0",4.1,3.4,0,0.6773,11.502,4.4214,4.3957,1.9772,11.4882,3.6272,3.6016,1.4127,1.4027,0.5519,0.5481,0.2333,0.2319,0,1.06269233727155
"131",131,"4.4,3.4,0",4.4,3.4,0,0.8196,12.3436,4.7449,4.7173,2.1218,11.632,3.6882,3.6623,1.4381,1.4279,0.5631,0.5592,0.2391,0.2377,0,1.13712630302545
